,agent_call_AT,agent_call_flop,agent_call_top_pair,agent_raise_AT,agent_raise_aggressive,background_agent_v1,background_agent_v2,player_call,player_raise,player_random
,970,950,965,967,967,2144,1214,882,906,0
,949,988,990,967,965,0,0,865,1134,2268
,992,974,953,967,967,1084,1973,896,1183,0
,951,1009,960,965,967,2192,0,968,882,1106
,965,954,974,965,964,2308,0,953,936,0
,990,944,970,964,964,0,0,874,1149,3145
,956,967,957,966,964,3032,0,918,1176,0
,959,941,963,964,964,2207,0,900,1106,0
,1002,953,962,964,964,0,2102,876,1131,0
,967,973,969,964,964,0,0,1129,879,2123
,1001,955,979,967,967,2977,0,1164,866,0
,979,973,951,964,964,3000,0,1032,1084,0
,994,970,969,967,965,0,2295,1003,878,0
,976,940,960,964,964,3247,0,1071,878,0
,987,949,953,964,964,3123,0,981,1071,0
,950,973,947,964,962,0,0,1027,1002,3175
,961,977,974,964,964,0,3039,1217,870,0
,992,960,973,967,967,1963,1002,1011,1071,0
,993,988,997,964,965,0,3275,929,889,0
,1036,982,985,964,964,2310,0,876,868,0
,990,957,948,964,966,0,2108,870,1094,0
,958,953,964,966,964,0,3094,1044,1057,0
,962,986,963,966,967,3216,0,1023,874,0
,1013,962,946,964,964,0,3073,1096,961,0
,962,994,950,964,964,0,2014,1183,886,0
,951,978,982,964,964,0,0,1061,862,3238
,999,971,991,965,967,0,3077,1095,888,0
,957,956,963,967,964,0,2324,976,963,0
,948,970,976,970,967,0,2094,954,930,1166
,961,967,950,964,964,0,0,1112,938,3144
,981,958,976,964,964,0,2096,1150,852,0
,963,963,957,967,967,0,0,925,984,3234
,946,1009,971,964,967,0,3071,882,1123,0
,979,969,972,964,964,0,0,1098,868,3186
,1030,1002,970,964,964,1943,0,875,1165,0
,943,951,968,967,967,0,1996,910,1178,0
,960,960,976,967,965,3131,0,1082,896,0
,946,944,949,964,964,0,3214,991,1028,0
,951,967,963,963,962,0,3030,1251,913,0
,964,942,975,967,967,2196,1014,1028,947,0
,985,990,999,967,967,0,1982,854,1183,0
,958,976,956,964,964,0,0,1037,866,3279
,961,1005,952,964,964,0,0,908,1033,3203
,1014,943,954,964,962,0,0,1089,927,2214
,968,984,958,965,964,0,0,864,1019,2236
,962,964,992,968,967,0,2047,1106,999,0
,957,983,946,964,964,0,3235,986,962,0
,960,951,962,970,968,0,935,984,997,2273
,933,968,952,964,964,0,2102,1079,977,0
,967,980,987,964,967,0,0,1000,948,2190
,939,976,987,970,970,2015,1111,870,984,0
,965,996,974,967,967,1040,2254,886,951,0
,964,984,982,967,964,3048,0,1174,910,0
,991,940,966,962,964,3166,0,1119,882,0
,965,942,949,967,964,0,0,908,996,3308
,991,992,959,967,967,0,2050,945,1114,0
,964,937,1001,964,964,0,3147,930,1093,0
,986,979,954,964,964,0,2007,1188,943,0
,942,961,962,962,964,0,2091,1074,982,0
,983,1007,955,967,967,1952,1360,888,896,0
,935,983,953,964,964,0,2112,1149,862,0
,944,944,954,964,967,0,1981,979,1153,0
,951,958,968,967,967,1297,1984,860,1028,0
,953,982,984,967,965,0,0,996,927,2368
,953,945,969,964,964,0,3213,961,1031,0
,974,949,959,967,966,0,2074,898,1094,1090
,971,975,978,964,967,0,1966,1069,1057,0
,955,974,961,967,967,2146,1005,886,1139,0
,969,932,990,962,964,0,0,935,1118,2142
,954,952,981,967,967,0,3291,868,950,0
,944,942,958,964,966,0,2401,908,1036,0
,983,956,973,964,964,2020,0,1090,969,0
,952,1015,956,966,967,0,0,908,1062,2313
,985,944,965,964,966,0,0,1067,924,2684
,957,970,984,966,965,1988,0,898,1184,0
,988,995,944,964,961,1960,0,1263,890,0
,994,961,959,967,967,2255,0,963,890,0
,955,1012,967,964,965,0,0,1088,906,2643
,968,961,985,964,964,0,1963,1214,878,0
,939,948,973,964,964,2304,0,882,985,0
,984,974,953,967,967,0,3268,989,882,0
,973,949,976,967,964,0,1944,915,1102,0
,972,1037,977,966,964,0,3342,874,868,0
,987,971,949,964,964,0,2251,950,901,0
,968,983,946,966,964,0,2181,957,1047,0
,993,953,985,967,964,3118,0,1050,968,0
,944,989,947,967,967,1924,0,1205,943,0
,944,939,981,967,964,3176,0,890,1132,0
,981,966,977,965,966,0,0,1078,850,3158
,936,1004,996,964,964,0,2027,1172,926,0
,1000,952,950,965,966,1987,0,1047,962,0
,968,977,952,967,970,2254,928,872,1057,0
,1008,949,956,967,967,0,0,886,959,2215
,970,936,983,964,964,0,2351,922,890,0
,954,967,949,964,964,0,0,822,990,3390
,959,963,975,964,964,0,3274,1015,886,0
,974,948,956,968,967,2025,1120,979,1032,0
,969,993,959,967,967,1060,0,870,1020,2195
,1007,945,951,965,964,2154,0,1084,891,0
,988,1014,957,966,967,2973,0,1267,868,0
,943,971,964,961,964,0,0,1015,1019,3163
,966,995,961,964,964,0,1985,1158,960,0
,976,949,960,964,965,0,2281,1129,900,0
,994,995,958,967,967,2092,971,1137,880,0
,1004,1021,968,963,964,0,3316,888,876,0
,941,957,978,966,964,0,0,939,1051,3204
,968,967,953,966,964,0,1988,953,1205,0
,954,963,960,965,964,0,0,958,1049,3187
,945,1001,966,967,967,1119,0,974,886,2164
,936,945,961,964,964,0,0,1039,1047,3141
,950,955,963,964,966,0,0,902,983,2267
,960,945,969,967,967,1066,1992,1101,964,0
,957,991,959,964,964,2401,0,878,882,0
,981,965,966,961,964,3344,0,876,933,0
,979,957,957,967,967,1242,1480,892,979,0
,985,1022,959,967,967,2034,1222,849,989,0
,953,1018,963,967,967,1359,1963,918,882,0
,963,953,958,967,967,0,0,1146,868,3178
,973,959,961,967,967,2035,1337,888,892,0
,1011,967,987,963,961,3025,0,880,1206,0
,962,940,975,964,967,2182,0,910,1051,0
,952,954,963,967,964,0,3170,951,974,0
,956,973,962,965,964,2112,0,1062,874,0
,958,944,959,964,964,0,2028,1238,860,0
,953,1023,956,964,964,2901,0,1207,962,0
,1004,958,968,965,967,3025,0,916,1197,0
,960,961,957,967,969,2009,1041,906,1184,0
,978,978,973,964,967,3218,0,1018,890,0
,955,979,951,963,964,0,1986,962,1193,0
,961,972,967,964,967,0,2217,963,933,0
,987,960,973,964,964,0,0,853,1065,3234
,957,964,977,965,964,2072,0,1064,882,0
,986,963,962,966,964,0,3285,976,896,0
,942,967,957,964,964,3166,0,1121,908,0
,985,984,961,964,964,3052,0,1191,860,0
,1005,959,984,967,967,0,2232,1031,894,0
,967,966,958,967,967,0,3115,1073,987,0
,935,968,968,964,964,0,0,964,1066,2176
,967,962,953,963,964,2188,0,1082,908,0
,960,978,959,964,964,0,0,1175,858,2231
,947,974,984,963,964,3426,0,874,868,0
,983,978,972,964,964,0,0,958,999,3182
,972,969,963,967,967,3361,0,873,884,0
,947,942,958,964,969,2724,0,988,1008,0
,972,968,964,967,968,992,2124,955,1007,0
,939,955,957,967,968,0,0,973,928,3313
,938,940,961,966,964,0,3199,1084,948,0
,958,956,981,967,967,1998,977,1058,1105,0
,964,958,960,964,964,0,3012,1149,1029,0
,943,940,954,964,962,0,3229,954,1027,0
,927,1006,968,961,964,3064,0,1206,904,0
,965,956,952,967,967,1009,2186,903,1076,0
,991,985,969,964,964,0,3193,960,974,0
,962,978,959,965,964,0,0,903,976,3292
,963,946,955,961,963,3374,0,884,954,0
,990,941,971,967,967,1162,2076,886,1037,0
,964,997,993,970,968,974,2206,892,983,0
,945,969,965,964,964,0,3108,1193,892,0
,962,1002,967,964,964,0,3043,1110,980,0
,973,1012,960,964,964,2233,0,894,1006,0
,939,952,976,964,965,0,0,1101,960,3143
,952,963,968,964,966,0,0,1080,932,3175
,964,982,960,967,967,1021,2322,860,957,0
,958,958,993,967,967,1960,1409,878,894,0
,982,999,953,967,966,3006,0,890,1237,0
,959,943,948,967,970,0,2050,1094,958,0
,1021,964,1003,967,967,2222,982,962,910,0
,977,954,959,965,964,0,0,1057,895,3229
,942,967,995,967,967,2053,1248,940,894,0
,971,974,956,964,964,2051,0,1023,1054,0
,1027,947,977,967,967,1979,986,1268,876,0
,949,949,962,965,966,0,2199,1042,935,0
,939,959,954,964,964,0,0,1061,946,3176
,981,966,988,964,963,0,2111,1125,914,0
,1015,941,980,966,967,3161,0,976,970,0
,977,945,953,961,964,3248,0,1055,892,0
,998,953,964,964,962,0,0,916,1049,3194
,979,985,977,962,964,2056,0,1047,972,0
,991,962,941,964,964,0,3241,962,975,0
,967,970,939,967,967,0,3078,916,1029,0
,952,960,967,966,964,0,0,956,1040,3194
,947,949,987,964,964,0,0,1057,924,2195
,1034,953,974,967,967,2009,1334,860,900,0
,957,954,972,965,964,1979,0,928,1183,0
,945,959,1001,964,964,2165,0,896,1110,0
,956,986,955,964,961,2839,0,927,900,0
,945,944,955,964,966,0,2157,1012,996,0
,966,950,1008,967,966,3150,0,1077,916,0
,1052,970,951,965,967,1986,0,953,1079,0
,951,988,953,964,964,0,0,894,986,3283
,999,959,973,965,964,0,3321,943,876,0
,951,945,965,967,965,2321,0,884,1087,0
,953,962,960,967,969,1081,2121,1041,946,0
,974,977,974,962,964,0,2273,959,888,0
,984,952,954,967,968,2184,0,1017,899,0
,974,1043,962,967,966,3181,0,991,916,0
,980,967,951,968,969,0,3274,948,862,0
,977,948,962,964,961,0,0,1033,935,3220
,972,954,978,964,964,1914,0,1056,1097,0
,1006,953,956,964,964,0,0,1085,902,3170
,941,967,983,964,967,0,2135,1032,906,0
,961,958,964,964,964,0,0,1133,858,2193
,977,1002,951,964,964,2139,0,1115,892,0
,987,955,958,966,967,1255,2117,878,906,0
,944,972,961,967,968,1117,2186,1001,884,0
,951,950,978,965,964,2068,0,1045,1008,0
,976,964,957,964,964,0,3074,1182,904,0
,957,974,1010,967,969,1041,2089,929,1064,0
,970,949,954,964,964,0,3163,876,1160,0
,952,969,972,964,964,0,0,1085,893,2328
,937,999,1001,964,964,0,0,852,1093,3190
,955,940,976,963,964,3295,0,886,1013,0
,1029,965,955,967,967,1071,2065,884,1040,0
,968,951,962,964,964,2045,0,940,1037,0
,986,989,963,964,964,0,0,910,971,2378
,969,951,958,967,967,0,0,893,1021,2774
,974,966,964,966,967,1977,0,931,1226,0
,992,966,942,965,967,2035,1104,986,1029,0
,954,965,960,964,963,0,0,1040,1029,3125
,993,966,963,964,964,3132,0,1130,888,0
,987,954,950,966,965,2300,0,934,888,0
,970,944,960,962,964,2288,0,1040,902,0
,969,954,971,965,964,0,3082,991,1104,0
,968,953,972,964,964,0,2050,1039,977,0
,951,953,1007,967,967,0,2308,974,872,0
,1041,949,963,964,964,2042,0,882,1161,0
,941,951,954,967,967,0,2039,903,1079,0
,954,976,965,967,967,2274,1071,882,943,0
,954,1018,1025,964,964,0,3032,933,1110,0
,962,970,973,964,964,0,3103,1169,894,0
,950,965,1009,967,967,3341,0,864,933,0
,963,952,952,967,967,0,2162,914,1023,0
,956,952,960,967,967,1978,0,958,1157,0
,961,968,959,964,965,2200,0,892,959,0
,979,948,946,965,967,1985,0,872,1121,1180
,953,998,954,964,966,2011,0,1115,926,0
,971,952,965,967,967,1401,1358,890,1015,0
,981,959,959,965,967,0,0,1022,983,3164
,989,972,966,964,964,0,3285,904,956,0
,957,953,961,964,967,2230,0,971,935,0
,932,973,974,961,964,2986,0,1308,888,0
,978,957,996,967,967,1965,1044,888,1184,0
,955,951,981,967,967,1150,2229,906,882,0
,951,959,971,964,961,0,2230,1060,896,0
,945,962,965,967,969,0,1075,1019,991,2107
,959,948,967,967,966,3300,0,878,1015,0
,957,966,963,966,964,3230,0,1045,898,0
,946,998,972,967,967,984,2000,1131,976,0
,951,958,971,964,964,0,0,1022,990,2169
,932,962,996,967,968,1063,2169,1025,897,0
,990,991,959,964,961,3113,0,1031,991,0
,938,976,979,967,964,0,0,931,1056,3189
,978,941,960,961,964,0,2020,1083,1085,0
,958,956,961,967,967,0,1077,1020,895,2199
,993,984,954,967,967,1127,2008,1118,882,0
,941,951,984,964,964,0,2126,911,1120,0
,1021,964,975,967,967,0,3233,892,969,0
,956,962,967,967,968,2152,1033,886,1109,0
,1019,955,993,964,964,1870,0,856,1246,0
,1018,971,956,967,965,0,2044,1143,906,0
,969,963,945,966,964,1967,0,1043,1100,0
,956,962,965,964,964,0,0,1080,897,2285
,978,960,958,970,969,2256,1074,882,952,0
,957,965,965,967,964,0,3245,961,972,0
,975,977,972,964,964,0,0,1063,928,2172
,940,964,972,964,965,0,2051,852,1271,0
,947,991,967,961,962,0,0,1165,896,2081
,956,950,963,966,967,0,0,1013,1025,3160
,969,985,968,964,964,0,0,1026,872,3252
,987,954,956,962,964,0,0,1116,902,2233
,960,1008,986,969,967,1120,1964,1086,864,0
,986,942,973,965,964,0,0,1027,872,3271
,965,957,998,961,963,3033,0,946,1171,0
,968,962,950,967,967,3106,0,1136,880,0
,954,952,973,964,964,2200,0,956,1024,0
,964,979,947,964,967,3134,0,1075,956,0
,987,972,957,967,967,2138,0,1034,969,0
,983,945,953,964,964,0,2177,1062,958,0
,951,954,952,967,970,1874,0,1039,1022,1225
,948,957,980,961,964,1975,0,1226,973,0
,961,971,983,967,967,1210,1980,1057,878,0
,1004,973,961,961,964,0,0,1037,918,2161
,951,960,982,964,964,0,1922,1096,1082,0
,959,999,978,963,964,0,2333,904,878,0
,955,976,951,967,966,2043,1158,1082,892,0
,968,944,963,967,967,3176,0,971,1044,0
,983,962,963,964,964,3026,0,1053,1085,0
,954,969,968,967,967,1006,2287,910,972,0
,973,986,963,964,964,0,2234,886,1073,0
,949,938,973,964,963,2993,0,1134,1044,0
,957,943,959,964,964,0,0,1014,949,3250
,989,963,956,964,967,0,3112,1154,862,0
,976,959,955,965,966,2058,0,1156,993,0
,976,939,963,966,964,0,3322,906,959,0
,968,980,988,965,967,3101,0,890,1122,0
,968,948,986,965,967,3151,0,1021,953,0
,986,949,964,964,964,2027,0,1162,886,0
,966,975,985,966,964,2552,0,874,1178,0
,962,953,965,964,964,0,0,1001,995,3196
,951,961,962,967,967,3054,0,1060,1048,0
,956,958,971,964,964,0,0,971,953,2220
,987,946,980,962,964,0,3072,888,1201,0
,950,958,981,970,967,1067,2111,946,999,0
,947,967,952,967,967,3300,0,904,996,0
,961,950,968,967,964,0,0,1036,888,3258
,953,998,977,967,967,0,2350,882,943,0
,989,978,961,965,964,0,0,921,1007,2108
,946,1010,1001,964,963,2999,0,864,1242,0
,946,941,958,967,967,1054,2158,1072,937,0
,951,962,953,964,962,0,2595,947,1155,0
,1032,962,953,967,967,0,3017,1137,886,0
,1007,987,950,964,964,0,1976,870,1229,0
,958,966,958,964,967,0,0,1046,945,3189
,956,971,956,964,961,0,3307,1005,880,0
,1000,987,980,967,967,2175,1136,888,900,0
,956,956,986,967,967,0,2270,886,1101,0
,951,997,985,965,964,3369,0,870,886,0
,963,977,980,964,966,0,3207,938,1005,0
,976,937,987,964,964,0,2073,1015,1017,0
,944,962,963,967,965,0,3147,975,1057,0
,959,943,964,964,967,0,0,872,1100,3221
,979,945,958,967,966,0,2206,952,951,0
,954,965,955,967,964,0,0,961,1022,3194
,956,983,953,967,967,0,2249,882,1009,0
,992,956,960,964,964,1962,0,993,1107,0
,943,963,983,964,964,0,0,1146,850,2686
,968,977,979,964,961,0,3094,896,1161,0
,948,973,962,964,964,0,2130,1044,967,0
,968,999,965,967,967,1162,2177,876,886,0
,969,981,976,967,967,2219,0,923,878,0
,977,987,956,964,966,1990,0,1143,890,0
,931,963,979,964,964,0,1947,1270,864,0
,991,955,972,964,967,3207,0,1060,884,0
,961,961,949,964,964,0,2017,945,1048,0
,947,992,957,967,967,3279,0,945,946,0
,969,971,954,965,967,0,2060,1243,874,0
,968,969,988,964,964,0,2054,1107,941,0
,953,975,940,967,967,2144,1071,966,986,0
,947,942,967,967,967,2313,1022,886,954,0
,936,994,950,964,964,0,3168,967,1027,0
,970,942,952,965,964,0,0,1035,974,3180
,956,971,969,963,964,0,3063,980,1114,0
,963,942,954,967,966,3214,0,973,1021,0
,938,948,969,970,970,999,1999,1043,1114,0
,984,966,957,964,964,0,0,1031,975,2143
,947,950,961,964,965,0,2118,901,1097,0
,958,965,981,962,964,3117,0,980,1057,0
,973,999,969,969,967,0,2946,951,1057,0
,947,948,964,966,967,2275,0,1002,890,0
,941,1020,992,964,964,3061,0,908,1144,0
,952,956,970,963,964,0,0,1004,968,3223
,950,941,957,967,967,0,3411,924,872,0
,957,1009,955,964,965,3360,0,918,872,0
,984,950,956,967,967,0,2149,992,951,0
,972,961,965,964,965,2003,0,886,1167,0
,933,950,961,964,964,2131,0,967,1034,0
,959,963,972,969,967,1040,2115,928,1013,0
,1026,935,968,964,964,2997,0,902,1244,0
,958,939,973,967,967,0,1911,982,1057,0
,1003,979,975,961,964,3337,0,888,858,0
,955,964,966,961,963,0,2022,1188,970,0
,988,995,958,965,964,0,2989,1119,967,0
,999,964,975,967,967,1000,2076,1156,894,0
,999,991,969,967,967,2028,0,1072,876,0
,951,972,960,964,964,0,2037,923,1100,0
,949,946,958,967,967,0,2017,987,1052,0
,958,968,951,966,965,1065,2272,904,951,0
,978,1004,967,961,961,0,0,1053,882,2197
,953,965,965,966,964,0,2328,979,874,0
,969,961,951,966,965,0,0,874,1114,2273
,962,940,951,964,965,0,0,957,1043,3214
,959,941,946,970,967,1972,1008,1053,1072,0
,999,946,977,967,967,1947,0,1214,957,0
,954,954,957,962,964,0,2124,1118,949,0
,987,960,982,964,964,0,2164,898,1098,0
,1003,1004,951,967,966,0,0,1070,858,3181
,958,998,977,967,967,3089,0,918,1116,0
,948,943,968,967,967,987,2297,954,969,0
,943,976,953,964,961,0,3245,987,971,0
,979,952,956,961,964,0,3352,926,910,0
,1007,953,1011,962,964,1919,0,944,1153,0
,935,992,956,967,967,3334,0,888,950,0
,937,974,963,964,964,0,2339,958,880,0
,963,932,974,964,967,0,0,852,1001,2814
,961,959,957,967,967,1981,0,1034,957,0
,940,997,954,964,966,0,2082,989,1090,0
,1000,961,965,964,964,0,2295,900,1075,0
,949,967,977,967,967,1401,1295,860,1117,0
,944,930,987,961,962,0,2000,1159,1002,0
,960,949,977,964,964,2222,0,937,1039,0
,1014,961,954,964,964,2008,0,1139,941,0
,956,945,964,964,966,0,0,1064,950,2210
,991,960,977,964,964,0,2048,1036,942,0
,974,970,968,964,964,0,0,1070,856,2311
,979,991,964,964,964,1900,0,989,1172,0
,986,952,946,964,964,0,2125,1176,898,0
,956,1008,973,964,963,2080,0,888,1146,0
,958,947,969,964,967,1930,0,1114,1025,0
,997,973,966,970,968,944,0,985,1032,2165
,962,945,972,967,967,982,2024,1023,1115,0
,990,970,957,967,970,1041,0,946,977,2170
,950,950,975,966,965,1993,914,1090,1167,0
,963,983,983,964,961,0,1983,1039,1107,0
,957,991,949,964,962,0,3075,969,1110,0
,1028,946,959,964,964,0,2406,892,933,0
,958,995,954,965,964,0,0,1068,991,3085
,990,986,985,967,966,3326,0,892,888,0
,1000,951,972,962,964,3078,0,1151,880,0
,977,937,972,967,967,935,0,888,1072,2285
,945,957,956,965,964,2200,0,1066,906,0
,978,954,963,964,962,2371,0,884,866,0
,944,977,968,964,966,0,3107,1143,886,0
,963,953,973,964,964,1929,0,1117,1058,0
,970,978,972,968,970,0,0,868,1080,3194
,960,969,969,965,966,0,3355,918,898,0
,970,961,978,964,962,1932,0,954,1164,0
,990,967,961,964,964,0,0,989,927,2229
,975,964,955,968,967,2054,1076,874,1097,0
,1021,957,969,964,964,3157,0,880,1067,0
,995,964,988,967,967,2248,946,956,964,0
,965,983,960,965,967,0,2060,945,946,0
,949,1012,968,964,964,0,1982,1218,858,0
,972,929,980,967,967,2084,955,958,1183,0
,971,1024,972,965,967,0,0,894,952,2262
,964,949,953,967,967,0,1015,919,1052,2214
,936,983,973,967,967,1960,0,1074,896,0
,961,970,971,967,966,1294,2055,942,868,0
,1002,966,958,967,965,966,2218,975,976,0
,968,953,965,967,965,0,0,972,975,2244
,973,973,952,964,964,0,2345,947,896,0
,950,959,991,964,966,0,3251,872,1047,0
,998,946,970,962,965,2089,0,1079,904,0
,987,955,949,967,964,0,3110,1070,904,0
,950,998,1004,964,964,1998,0,1154,937,0
,932,998,958,964,962,0,2241,1044,894,0
,969,967,977,967,966,0,3278,907,969,0
,961,945,962,961,963,0,0,890,1159,3159
,968,958,949,964,964,2192,0,933,1030,0
,958,978,976,964,967,0,0,1051,917,3189
,947,955,986,965,966,0,0,1070,872,3239
,936,953,960,967,967,1055,2028,1031,1041,0
,1032,954,952,964,961,2985,0,1193,945,0
,986,1010,960,964,964,2241,0,937,935,0
,969,978,971,967,968,0,968,1047,981,2151
,1011,964,960,961,964,2011,0,1030,1094,0
,949,944,946,964,965,0,3177,960,1095,0
,978,956,951,964,967,2078,0,898,1004,0
,932,980,975,964,964,0,3219,878,1074,0
,934,949,970,967,969,0,3010,977,1130,0
,944,1008,984,967,967,2035,0,886,1097,0
,979,955,962,964,964,0,2612,870,1106,0
,947,956,946,964,965,3255,0,1013,944,0
,963,956,952,964,961,0,0,951,1043,2239
,948,968,955,964,964,2182,0,1094,880,0
,959,953,971,966,967,3283,0,1008,893,0
,952,970,975,967,967,1293,1302,992,1051,0
,962,943,959,964,964,0,0,904,1067,3237
,952,978,972,964,964,0,3369,878,848,0
,958,969,962,964,964,0,0,854,1081,2313
,940,984,955,967,967,2007,955,1097,1042,0
,955,966,962,964,965,0,2084,1120,868,0
,959,966,957,965,967,1017,2076,1194,898,0
,965,954,949,964,964,0,0,944,1008,3252
,953,981,957,965,967,0,0,1013,876,3282
,1006,960,972,966,967,0,0,858,1102,3169
,957,988,969,961,964,0,0,866,1216,3075
,965,943,964,968,967,1081,2179,1081,852,0
,954,957,962,968,967,3223,0,1054,915,0
,973,949,959,967,967,2086,986,1094,1006,0
,983,941,992,967,967,1110,0,957,903,2157
,982,946,986,966,967,3403,0,858,892,0
,948,980,958,967,966,3166,0,1089,900,0
,946,944,964,967,967,0,1971,1130,965,0
,982,947,950,964,964,2141,0,1177,872,0
,982,974,955,964,964,0,0,1082,854,3225
,981,938,961,967,967,2951,0,1273,884,0
,936,953,971,967,965,0,0,966,923,2279
,956,978,955,967,966,3114,0,1099,931,0
,961,1022,975,964,964,0,1913,957,1183,0
,942,958,964,964,964,2121,0,894,1169,0
,958,958,999,964,964,2988,0,990,1156,0
,949,960,971,964,964,0,0,978,1020,3182
,988,1000,969,967,967,973,2254,989,874,0
,968,950,955,964,964,0,2285,949,910,0
,979,953,1008,967,967,1004,2179,908,1033,0
,958,966,960,964,964,2160,0,960,1006,0
,959,948,969,964,964,2193,0,950,1024,0
,980,963,967,964,964,1912,0,1057,1097,0
,987,979,957,969,968,1938,0,987,1066,1122
,1027,984,976,965,967,3219,0,947,880,0
,976,951,973,965,967,0,3260,902,1006,0
,1000,966,959,966,967,0,0,921,947,3274
,966,984,959,962,961,0,3111,947,1093,0
,1046,1016,965,964,962,3273,0,888,886,0
,958,958,952,967,967,2626,0,1098,878,0
,949,944,958,969,967,2447,928,962,876,0
,952,942,945,964,965,0,1955,946,1278,0
,957,1040,946,964,964,3157,0,959,969,0
,970,967,967,963,964,2041,0,1120,950,0
,1002,1000,962,964,964,0,1970,1155,888,0
,987,956,964,965,964,0,3168,943,1053,0
,969,939,952,964,964,0,0,970,1078,3164
,942,978,971,966,964,2052,0,955,995,0
,968,973,958,966,964,0,2944,1176,971,0
,952,961,986,961,964,0,2912,1141,1072,0
,984,953,969,965,967,1263,1930,896,1067,0
,954,956,962,964,964,2020,0,1089,1043,0
,956,973,969,964,964,1987,0,992,1062,0
,937,951,964,964,964,0,0,955,1097,3158
,983,945,981,965,967,0,2154,957,986,0
,944,1027,950,967,967,1045,2380,850,870,0
,937,955,980,966,965,0,2016,958,1054,0
,985,962,968,967,967,0,2481,1171,870,0
,997,974,961,965,964,0,0,977,1047,3061
,970,961,955,966,967,2052,0,1047,1003,0
,971,968,975,967,967,1101,1995,948,1039,0
,969,987,949,964,967,0,0,1075,870,2254
,967,948,959,964,964,0,2215,880,1121,0
,957,971,973,964,964,0,0,1063,930,3155
,946,969,980,964,962,3268,0,884,1027,0
,956,949,992,964,964,0,0,924,1042,3209
